PMID,Section,EntityType,Mention,NormalizedName,NormalizedID,Database,Valid,GeneID,Symbol,Description,TaxID,Organism,CommonName,GeneConcept
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,Tnf,24835,ncbi_gene,True,24835,Tnf,tumor necrosis factor,,Rattus norvegicus,Norway rat,TNF
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34279203,abstract,Gene,DNA methyltransferase,dnmt3bb.2,30659,ncbi_gene,True,30659,dnmt3bb.2,"DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.2",,Danio rerio,zebrafish,DNMT3BB.2
34279203,abstract,Gene,DNMTs,dnmt3bb.2,30659,ncbi_gene,True,30659,dnmt3bb.2,"DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.2",,Danio rerio,zebrafish,DNMT3BB.2
34320266,abstract,Gene,Na+ -K+ -2Cl- cotransporter 1,Slc12a2,83629,ncbi_gene,True,83629,Slc12a2,solute carrier family 12 member 2,,Rattus norvegicus,Norway rat,SLC12A2
34320266,abstract,Gene,NKCC1,Slc12a2,83629,ncbi_gene,True,83629,Slc12a2,solute carrier family 12 member 2,,Rattus norvegicus,Norway rat,SLC12A2
34320266,abstract,Gene,serum/glucocorticoid-regulated kinase 1,Sgk1,29517,ncbi_gene,True,29517,Sgk1,serum/glucocorticoid regulated kinase 1,,Rattus norvegicus,Norway rat,SGK1
34320266,abstract,Gene,SGK1,Sgk1,29517,ncbi_gene,True,29517,Sgk1,serum/glucocorticoid regulated kinase 1,,Rattus norvegicus,Norway rat,SGK1
34320266,abstract,Gene,CD4,Cd4,24932,ncbi_gene,True,24932,Cd4,Cd4 molecule,,Rattus norvegicus,Norway rat,CD4
34320266,abstract,Gene,CD45,Ptprc,24699,ncbi_gene,True,24699,Ptprc,"protein tyrosine phosphatase, receptor type, C",,Rattus norvegicus,Norway rat,PTPRC
34320266,abstract,Gene,CD4,Cd4,24932,ncbi_gene,True,24932,Cd4,Cd4 molecule,,Rattus norvegicus,Norway rat,CD4
34320266,abstract,Gene,NKCC1,Slc12a2,83629,ncbi_gene,True,83629,Slc12a2,solute carrier family 12 member 2,,Rattus norvegicus,Norway rat,SLC12A2
34320266,abstract,Gene,CD4,Cd4,24932,ncbi_gene,True,24932,Cd4,Cd4 molecule,,Rattus norvegicus,Norway rat,CD4
34320266,abstract,Gene,CD45,Ptprc,24699,ncbi_gene,True,24699,Ptprc,"protein tyrosine phosphatase, receptor type, C",,Rattus norvegicus,Norway rat,PTPRC
34320266,abstract,Gene,NKCC1,Slc12a2,83629,ncbi_gene,True,83629,Slc12a2,solute carrier family 12 member 2,,Rattus norvegicus,Norway rat,SLC12A2
34320266,abstract,Gene,SGK1,Sgk1,29517,ncbi_gene,True,29517,Sgk1,serum/glucocorticoid regulated kinase 1,,Rattus norvegicus,Norway rat,SGK1
34320266,abstract,Gene,NKCC1,Slc12a2,83629,ncbi_gene,True,83629,Slc12a2,solute carrier family 12 member 2,,Rattus norvegicus,Norway rat,SLC12A2
34320266,abstract,Gene,SGK1,Sgk1,29517,ncbi_gene,True,29517,Sgk1,serum/glucocorticoid regulated kinase 1,,Rattus norvegicus,Norway rat,SGK1
34437406,abstract,Gene,Stx1,STX1A,6804,ncbi_gene,True,6804,STX1A,syntaxin 1A,,Homo sapiens,human,STX1A
34437406,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34437406,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34437406,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34437406,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34437406,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34804128,title,Gene,SIRT6,Sirt6,50721,ncbi_gene,True,50721,Sirt6,sirtuin 6,,Mus musculus,house mouse,SIRT6
34804128,abstract,Gene,SIRT6,Sirt6,50721,ncbi_gene,True,50721,Sirt6,sirtuin 6,,Mus musculus,house mouse,SIRT6
34804128,abstract,Gene,glutamine synthetase,Glul,14645,ncbi_gene,True,14645,Glul,glutamate-ammonia ligase,,Mus musculus,house mouse,GLUL
34804128,abstract,Gene,SOX9,Sox9,20682,ncbi_gene,True,20682,Sox9,SRY (sex determining region Y)-box 9,,Mus musculus,house mouse,SOX9
34804128,abstract,Gene,SIRT6,Sirt6,50721,ncbi_gene,True,50721,Sirt6,sirtuin 6,,Mus musculus,house mouse,SIRT6
34804128,abstract,Gene,SIRT6,Sirt6,50721,ncbi_gene,True,50721,Sirt6,sirtuin 6,,Mus musculus,house mouse,SIRT6
34804128,abstract,Gene,SOX9,Sox9,20682,ncbi_gene,True,20682,Sox9,SRY (sex determining region Y)-box 9,,Mus musculus,house mouse,SOX9
34804128,abstract,Gene,SOX9,Sox9,20682,ncbi_gene,True,20682,Sox9,SRY (sex determining region Y)-box 9,,Mus musculus,house mouse,SOX9
34804128,abstract,Gene,SIRT6,Sirt6,50721,ncbi_gene,True,50721,Sirt6,sirtuin 6,,Mus musculus,house mouse,SIRT6
34804128,abstract,Gene,SIRT6,Sirt6,50721,ncbi_gene,True,50721,Sirt6,sirtuin 6,,Mus musculus,house mouse,SIRT6
34804128,abstract,Gene,SOX9,Sox9,20682,ncbi_gene,True,20682,Sox9,SRY (sex determining region Y)-box 9,,Mus musculus,house mouse,SOX9
34822608,abstract,Gene,Stx,ST8SIA2,8128,ncbi_gene,True,8128,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",,Homo sapiens,human,ST8SIA2
34822608,abstract,Gene,Stx1,STX1A,6804,ncbi_gene,True,6804,STX1A,syntaxin 1A,,Homo sapiens,human,STX1A
34822608,abstract,Gene,Stx1/2,STX12,23673,ncbi_gene,True,23673,STX12,syntaxin 12,,Homo sapiens,human,STX12
34823607,abstract,Gene,synapsin-1,MRX50,6853,ncbi_gene,True,6853,SYN1,synapsin I,,Homo sapiens,human,SYN1
34900753,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34900753,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34900753,abstract,Gene,CD69,CD69,969,ncbi_gene,True,969,CD69,CD69 molecule,,Homo sapiens,human,CD69
34900753,abstract,Gene,CD107a,LAMP1,3916,ncbi_gene,True,3916,LAMP1,lysosome associated membrane protein 1,,Homo sapiens,human,LAMP1
34900753,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34900753,abstract,Gene,IFN-gamma,IFNG,3458,ncbi_gene,True,3458,IFNG,interferon gamma,,Homo sapiens,human,IFNG
34900753,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34900753,abstract,Gene,CD107a,LAMP1,3916,ncbi_gene,True,3916,LAMP1,lysosome associated membrane protein 1,,Homo sapiens,human,LAMP1
34900753,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34900753,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34900753,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34900753,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34900753,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34916412,abstract,Gene,transactive response DNA-binding protein of 43 kDa,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
34916412,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
34916412,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
34916412,abstract,Gene,RNA binding protein,RBMS3,27303,ncbi_gene,True,27303,RBMS3,RNA binding motif single stranded interacting protein 3,,Homo sapiens,human,RBMS3
34916412,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
34916412,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
34925067,title,Gene,Aquaporin-9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,Aquaporin-9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,Bax,BAX,581,ncbi_gene,True,581,BAX,"BCL2 associated X, apoptosis regulator",,Homo sapiens,human,BAX
34925067,abstract,Gene,Bcl-2,BCL2,596,ncbi_gene,True,596,BCL2,BCL2 apoptosis regulator,,Homo sapiens,human,BCL2
34925067,abstract,Gene,Terminal Deoxynucleotidyltransferase,DNTT,1791,ncbi_gene,True,1791,DNTT,DNA nucleotidylexotransferase,,Homo sapiens,human,DNTT
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34925067,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
34930957,abstract,Gene,c-Fos,Fos,14281,ncbi_gene,True,14281,Fos,"Fos proto-oncogene, AP-1 transcription factor subunit",,Mus musculus,house mouse,FOS
34933954,abstract,Gene,SCIN,Scin,20259,ncbi_gene,True,20259,Scin,scinderin,,Mus musculus,house mouse,SCIN
34933954,abstract,Gene,SCIN,Scin,20259,ncbi_gene,True,20259,Scin,scinderin,,Mus musculus,house mouse,SCIN
34935149,title,Gene,Colony-stimulating factor-1 receptor,Csf1r,12978,ncbi_gene,True,12978,Csf1r,colony stimulating factor 1 receptor,,Mus musculus,house mouse,CSF1R
34935149,abstract,Gene,colony-stimulating factor-1 receptor,Csf1r,12978,ncbi_gene,True,12978,Csf1r,colony stimulating factor 1 receptor,,Mus musculus,house mouse,CSF1R
34935149,abstract,Gene,CSF-1R,Csf1r,12978,ncbi_gene,True,12978,Csf1r,colony stimulating factor 1 receptor,,Mus musculus,house mouse,CSF1R
34938200,abstract,Gene,caveolin-1,CAV1,857,ncbi_gene,True,857,CAV1,caveolin 1,,Homo sapiens,human,CAV1
34938200,abstract,Gene,Cav-1,CAV1,857,ncbi_gene,True,857,CAV1,caveolin 1,,Homo sapiens,human,CAV1
34938200,abstract,Gene,matrix metalloproteinase-2,MMP2,4313,ncbi_gene,True,4313,MMP2,matrix metallopeptidase 2,,Homo sapiens,human,MMP2
34938200,abstract,Gene,MMP-2,MMP2,4313,ncbi_gene,True,4313,MMP2,matrix metallopeptidase 2,,Homo sapiens,human,MMP2
34938200,abstract,Gene,Cav-1,CAV1,857,ncbi_gene,True,857,CAV1,caveolin 1,,Homo sapiens,human,CAV1
34971959,abstract,Gene,AQP1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human,AQP1
34971959,abstract,Gene,AQP1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human,AQP1
35431989,abstract,Gene,angiotensin-converting enzyme 2,ACE2,59272,ncbi_gene,True,59272,ACE2,angiotensin converting enzyme 2,,Homo sapiens,human,ACE2
35431989,abstract,Gene,ACE2,ACE2,59272,ncbi_gene,True,59272,ACE2,angiotensin converting enzyme 2,,Homo sapiens,human,ACE2
30283405,title,Gene,Proopiomelanocortin,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,proopiomelanocortin,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,C-FOS,Fos,14281,ncbi_gene,True,14281,Fos,"Fos proto-oncogene, AP-1 transcription factor subunit",,Mus musculus,house mouse,FOS
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,C-FOS,Fos,14281,ncbi_gene,True,14281,Fos,"Fos proto-oncogene, AP-1 transcription factor subunit",,Mus musculus,house mouse,FOS
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30283405,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
30300837,abstract,Gene,insulin receptor,Insr,24954,ncbi_gene,True,24954,Insr,insulin receptor,,Rattus norvegicus,Norway rat,INSR
30360505,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True,25130,Stx2,syntaxin 2,,Rattus norvegicus,Norway rat,STX2
30360505,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True,25130,Stx2,syntaxin 2,,Rattus norvegicus,Norway rat,STX2
30360505,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30360505,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True,25130,Stx2,syntaxin 2,,Rattus norvegicus,Norway rat,STX2
30360505,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True,25130,Stx2,syntaxin 2,,Rattus norvegicus,Norway rat,STX2
30425647,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
30425647,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
30425647,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
30425647,abstract,Gene,AQP9,AQP9,366,ncbi_gene,True,366,AQP9,aquaporin 9,,Homo sapiens,human,AQP9
30466042,title,Gene,Cx26,GJB2,2706,ncbi_gene,True,2706,GJB2,gap junction protein beta 2,,Homo sapiens,human,GJB2
30466042,abstract,Gene,Cx26,GJB2,2706,ncbi_gene,True,2706,GJB2,gap junction protein beta 2,,Homo sapiens,human,GJB2
30466042,abstract,Gene,Cx26,GJB2,2706,ncbi_gene,True,2706,GJB2,gap junction protein beta 2,,Homo sapiens,human,GJB2
30466042,abstract,Gene,ASP2,BACE1,23621,ncbi_gene,True,23621,BACE1,beta-secretase 1,,Homo sapiens,human,BACE1
30466042,abstract,Gene,Cx26,GJB2,2706,ncbi_gene,True,2706,GJB2,gap junction protein beta 2,,Homo sapiens,human,GJB2
30466042,abstract,Gene,Cx26,GJB2,2706,ncbi_gene,True,2706,GJB2,gap junction protein beta 2,,Homo sapiens,human,GJB2
30513821,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30513821,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30513821,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30513821,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30513821,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30513821,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30539720,title,Gene,aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,hypoxia inducible factor (HIF)-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human,HIF1A
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human,HIF1A
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human,HIF1A
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human,HIF1A
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30539720,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
30619183,abstract,Gene,Stx2,Stx2,13852,ncbi_gene,True,13852,Stx2,syntaxin 2,,Mus musculus,house mouse,STX2
30619183,abstract,Gene,glial fibrillary acidic protein,Gfap,14580,ncbi_gene,True,14580,Gfap,glial fibrillary acidic protein,,Mus musculus,house mouse,GFAP
30619183,abstract,Gene,GFAP,Gfap,14580,ncbi_gene,True,14580,Gfap,glial fibrillary acidic protein,,Mus musculus,house mouse,GFAP
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30620717,abstract,Gene,Stx2,Stx2,25130,ncbi_gene,True,25130,Stx2,syntaxin 2,,Rattus norvegicus,Norway rat,STX2
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30620717,abstract,Gene,MMP-2,MMP2,4313,ncbi_gene,True,4313,MMP2,matrix metallopeptidase 2,,Homo sapiens,human,MMP2
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30620717,abstract,Gene,MMP-2,MMP2,4313,ncbi_gene,True,4313,MMP2,matrix metallopeptidase 2,,Homo sapiens,human,MMP2
30620717,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
30628061,title,Gene,connexin 43,Gja1,14609,ncbi_gene,True,14609,Gja1,"gap junction protein, alpha 1",,Mus musculus,house mouse,GJA1
30628061,abstract,Gene,connexin 43,Gja1,14609,ncbi_gene,True,14609,Gja1,"gap junction protein, alpha 1",,Mus musculus,house mouse,GJA1
30628061,abstract,Gene,Cx43,Gja1,14609,ncbi_gene,True,14609,Gja1,"gap junction protein, alpha 1",,Mus musculus,house mouse,GJA1
30628061,abstract,Gene,Cx43,Gja1,14609,ncbi_gene,True,14609,Gja1,"gap junction protein, alpha 1",,Mus musculus,house mouse,GJA1
30628061,abstract,Gene,Cx43,Gja1,14609,ncbi_gene,True,14609,Gja1,"gap junction protein, alpha 1",,Mus musculus,house mouse,GJA1
30628061,abstract,Gene,Cx43,Gja1,14609,ncbi_gene,True,14609,Gja1,"gap junction protein, alpha 1",,Mus musculus,house mouse,GJA1
30658119,abstract,Gene,acetylcholinesterase,Ache,11423,ncbi_gene,True,11423,Ache,acetylcholinesterase,,Mus musculus,house mouse,ACHE
30658119,abstract,Gene,Acetylcholinesterase,Ache,11423,ncbi_gene,True,11423,Ache,acetylcholinesterase,,Mus musculus,house mouse,ACHE
30732602,abstract,Gene,GFAP,Gfap,14580,ncbi_gene,True,14580,Gfap,glial fibrillary acidic protein,,Mus musculus,house mouse,GFAP
30732602,abstract,Gene,NeuN,Rbfox3,52897,ncbi_gene,True,52897,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",,Mus musculus,house mouse,RBFOX3
30732602,abstract,Gene,MBP,Mbp,17196,ncbi_gene,True,17196,Mbp,myelin basic protein,,Mus musculus,house mouse,MBP
30732602,abstract,Gene,Iba1,Iba1,114737,ncbi_gene,True,114737,Iba1,induction of brown adipocytes 1,,Mus musculus,house mouse,IBA1
30732602,abstract,Gene,GFAP,Gfap,14580,ncbi_gene,True,14580,Gfap,glial fibrillary acidic protein,,Mus musculus,house mouse,GFAP
30732602,abstract,Gene,Iba1,Iba1,114737,ncbi_gene,True,114737,Iba1,induction of brown adipocytes 1,,Mus musculus,house mouse,IBA1
30732602,abstract,Gene,NeuN,Rbfox3,52897,ncbi_gene,True,52897,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",,Mus musculus,house mouse,RBFOX3
30732602,abstract,Gene,MBP,Mbp,17196,ncbi_gene,True,17196,Mbp,myelin basic protein,,Mus musculus,house mouse,MBP
